GEO_ID,County,State,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
0500000US05019,Clark County, Arkansas,15079,15792,15831,16463,17405,18658,18996,21170,21760,21983,29676
0500000US05021,Clay County, Arkansas,21360,21731,22422,22568,22716,23176,22680,22479,23683,26162,21191
0500000US05023,Cleburne County, Arkansas,20907,21866,22086,23175,23804,25267,26832,27332,27303,27541,27414
0500000US05025,Cleveland County, Arkansas,25572,25822,26413,27003,27348,30469,30052,33810,35072,36927,28271
0500000US05027,Columbia County, Arkansas,21010,21281,19512,19278,20852,21116,21942,24452,25305,25162,38806
0500000US05029,Conway County, Arkansas,23123,24561,23664,23982,25622,27199,26928,26994,27067,27316,25885
0500000US05031,Craighead County, Arkansas,23657,24247,24845,25221,25278,25385,25679,26435,26942,28367,27549
0500000US05033,Crawford County, Arkansas,24193,23677,23871,24717,25453,26527,27151,29332,30731,31127,29772
0500000US05035,Crittenden County, Arkansas,25303,26205,27109,28549,29018,28658,29563,30346,29962,30670,30706
0500000US05037,Cross County, Arkansas,23260,23288,24800,24102,24841,26234,27295,27267,30248,31119,31261
0500000US05039,Dallas County, Arkansas,19667,20809,22495,23647,23878,24752,24669,24577,25051,25769,31712
0500000US05041,Desha County, Arkansas,22344,24358,24621,22317,24436,23477,23482,25245,26743,26796,28301
0500000US05043,Drew County, Arkansas,22063,21910,21077,20736,22610,21197,22211,24398,29399,30877,27134
0500000US05045,Faulkner County, Arkansas,24189,25764,26824,27169,27157,27151,27125,27718,30240,31058,32732
0500000US05047,Franklin County, Arkansas,21516,23407,22415,22494,25823,25270,26524,26155,26839,27851,32367
0500000US05049,Fulton County, Arkansas,17988,19306,19626,21108,21705,23425,23243,23818,23306,21678,28819
0500000US05051,Garland County, Arkansas,21449,21806,22452,23347,23144,23339,24124,25273,26276,26579,25845
0500000US05053,Grant County, Arkansas,28880,27895,28845,30110,29810,29781,31154,32750,35653,37048,26798
0500000US05055,Greene County, Arkansas,24228,25751,25673,25383,25660,25774,26821,27144,28353,29463,40110
0500000US05057,Hempstead County, Arkansas,22110,21747,20959,21365,21565,21516,22142,24190,25772,26934,30288
0500000US05059,Hot Spring County, Arkansas,22182,23691,23456,23651,23013,22865,23983,25182,25635,27411,29198
0500000US05061,Howard County, Arkansas,19896,20695,21209,22271,22949,24085,25116,24916,24995,25346,29867
