state,county,House Price 2012,House Price 2013,House Price 2014,House Price 2015,House Price 2016,House Price 2017,House Price 2018,House Price 2019,House Price 2020,House Price 2021,House Price 2022,House Price 2023,House Price 2024,House Price 2025,Gender_2012,Gender_2013,Gender_2014,Gender_2015,Gender_2016,Gender_2017,Gender_2018,Gender_2019,Gender_2020,Gender_2021,Gender_2022,Gender_2023,Gender_2024,Gender_2025,Gender,2012_Ratio,2013_Ratio,2014_Ratio,2015_Ratio,2016_Ratio,2017_Ratio,2018_Ratio,2019_Ratio,2020_Ratio,2021_Ratio,2022_Ratio,2023_Ratio,2024_Ratio,2025_Ratio,Gender_2012_diff,Gender_2013_diff,Gender_2014_diff,Gender_2015_diff,Gender_2016_diff,Gender_2017_diff,Gender_2018_diff,Gender_2019_diff,Gender_2020_diff,Gender_2021_diff,Gender_2022_diff,Gender_2023_diff,Gender_2024_diff,Gender_2025_diff
NV,Humboldt County,270000,270000,270000,255000,255000,199917,37000,390000,101000,219950,79900,214846.3317,214846.3317,214846.3317,31902,29514,28487,31709,34063,35272,37849,40982,53333,54994,56655,58316,59977,61638,total,8.463419221,9.148200854,9.478007512,8.041880854,7.486128644,5.667866863,0.97756876,9.516373042,1.893761836,3.999527221,1.410290354,3.684174698,3.582145351,3.485614908,0.552818363,0.579612486,0.558320441,0.541891453,0.505035313,0.510727044,0.514613414,0.625643895,0.752748703,0.75683675,0.760715222,0.764397176,0.76789718,0.771228396
NV,Humboldt County,270000,270000,270000,255000,255000,199917,37000,390000,101000,219950,79900,214846.3317,214846.3317,214846.3317,48184,47637,45893,46155,45876,48429,51528,60763,79583,81764,83946,86128,88310,90492,male,5.603519841,5.667863216,5.883250169,5.524861878,5.558461941,4.128043115,0.718056202,6.418379606,1.269115263,2.690059195,0.951802349,2.494500414,2.432865267,2.37420249,0.552818363,0.579612486,0.558320441,0.541891453,0.505035313,0.510727044,0.514613414,0.625643895,0.752748703,0.75683675,0.760715222,0.764397176,0.76789718,0.771228396
NV,Humboldt County,270000,270000,270000,255000,255000,199917,37000,390000,101000,219950,79900,214846.3317,214846.3317,214846.3317,21547,20026,20270,21144,22707,23695,25011,22747,19677,19882,20087,20292,20497,20702,female,12.53074674,13.48247279,13.3201776,12.06015891,11.23001718,8.437096434,1.479349086,17.14511804,5.132896275,11.06277035,3.977697018,10.58773564,10.48184279,10.37804713,0.552818363,0.579612486,0.558320441,0.541891453,0.505035313,0.510727044,0.514613414,0.625643895,0.752748703,0.75683675,0.760715222,0.764397176,0.76789718,0.771228396
GA,Polk County,59000,94600,94600,99000,99000,99000,151020,91750,169250,189900,215900,250369.4002,275153.5545,300361.8733,25778,25517,26086,26292,26584,26421,28510,29529,39448,40399,41351,42303,43254,44206,total,2.288773373,3.707332367,3.626466304,3.765403925,3.724044538,3.747019416,5.297088741,3.107115039,4.290458325,4.700611401,5.221155474,5.9184786,6.361343564,6.794595152,0.26948183,0.233414127,0.230382462,0.215641661,0.281374404,0.258346872,0.238828627,0.318940652,0.320257891,0.325002118,0.32953535,0.333858522,0.337985904,0.341930502
GA,Polk County,59000,94600,94600,99000,99000,99000,151020,91750,169250,189900,215900,250369.4002,275153.5545,300361.8733,29720,28880,29833,29447,30646,30161,31621,34323,46066,47212,48359,49506,50653,51800,male,1.985195155,3.275623269,3.170985151,3.361972357,3.230437904,3.282384536,4.77594004,2.673134633,3.674076325,4.022282471,4.464525735,5.057354668,5.432127505,5.798491763,0.26948183,0.233414127,0.230382462,0.215641661,0.281374404,0.258346872,0.238828627,0.318940652,0.320257891,0.325002118,0.32953535,0.333858522,0.337985904,0.341930502
GA,Polk County,59000,94600,94600,99000,99000,99000,151020,91750,169250,189900,215900,250369.4002,275153.5545,300361.8733,21711,22139,22960,23097,22023,22369,24069,23376,31313,31868,32423,32978,33533,34088,female,2.717516466,4.273002394,4.120209059,4.286270944,4.495300368,4.425767804,6.274460925,3.924965777,5.405103312,5.958955692,6.658853283,7.592012863,8.205455954,8.811366853,0.26948183,0.233414127,0.230382462,0.215641661,0.281374404,0.258346872,0.238828627,0.318940652,0.320257891,0.325002118,0.32953535,0.333858522,0.337985904,0.341930502
VA,Danville city,83266,83266,83266,28724,30950,45357,40101,40101,78500,77000,95000,104735.2207,105231.6086,105234.4079,21740,23131,22182,22489,21794,22412,24857,23404,26046,26389,26732,27075,27419,27762,total,3.830082797,3.599757901,3.753764313,1.277246654,1.420115628,2.023781903,1.613267892,1.713425056,3.013898487,2.917882451,3.553793207,3.868336868,3.837908334,3.790591741,0.27101723,0.271529031,0.151787443,-0.000177881,0.006670931,0.195335058,0.000522802,-0.072565331,0.275052952,0.253413962,0.23159545,0.209637989,0.187472683,0.165164557
VA,Danville city,83266,83266,83266,28724,30950,45357,40101,40101,78500,77000,95000,104735.2207,105231.6086,105234.4079,25943,27161,25819,22487,21886,26667,24866,22118,30216,30097,29979,29861,29743,29625,male,3.209574837,3.065645595,3.224989349,1.277360253,1.414146029,1.700866239,1.612683986,1.813048196,2.597961345,2.558394524,3.168884886,3.507425093,3.538029405,3.5522163,0.27101723,0.271529031,0.151787443,-0.000177881,0.006670931,0.195335058,0.000522802,-0.072565331,0.275052952,0.253413962,0.23159545,0.209637989,0.187472683,0.165164557
VA,Danville city,83266,83266,83266,28724,30950,45357,40101,40101,78500,77000,95000,104735.2207,105231.6086,105234.4079,18912,19786,21900,22491,21740,21458,24853,23723,21905,22470,23036,23601,24167,24732,female,4.402813029,4.208329122,3.802100457,1.277133075,1.423643054,2.113757107,1.613527542,1.690384859,3.583656699,3.426791277,4.123979858,4.43774504,4.35435133,4.254989807,0.27101723,0.271529031,0.151787443,-0.000177881,0.006670931,0.195335058,0.000522802,-0.072565331,0.275052952,0.253413962,0.23159545,0.209637989,0.187472683,0.165164557
MI,Wexford County,117500,110000,114000,114000,74250,74250,74250,74250,153112,181000,174333,168170.1404,145322.9216,145322.9216,22518,23613,24430,24941,24371,25403,26396,26732,32325,33006,33688,34369,35051,35732,total,5.218047784,4.658450853,4.666393778,4.570787057,3.04665381,2.922883124,2.812926201,2.777569954,4.736643465,5.483851421,5.174928758,4.89307633,4.146042099,4.067024561,0.384817021,0.384015984,0.402997775,0.358757894,0.34019996,0.307684764,0.280297615,0.293616209,0.25479416,0.242074028,0.229592231,0.217412365,0.205435551,0.193720024
MI,Wexford County,117500,110000,114000,114000,74250,74250,74250,74250,153112,181000,174333,168170.1404,145322.9216,145322.9216,29375,30030,30556,30561,29806,30593,30778,31439,38015,38418,38821,39225,39628,40032,male,4,3.663003663,3.730854824,3.730244429,2.491109173,2.42702579,2.412437455,2.36171634,4.027673287,4.711333229,4.49068803,4.287320342,3.667177793,3.630168905,0.384817021,0.384015984,0.402997775,0.358757894,0.34019996,0.307684764,0.280297615,0.293616209,0.25479416,0.242074028,0.229592231,0.217412365,0.205435551,0.193720024
MI,Wexford County,117500,110000,114000,114000,74250,74250,74250,74250,153112,181000,174333,168170.1404,145322.9216,145322.9216,18071,18498,18242,19597,19666,21180,22151,22208,28329,29118,29908,30697,31487,32277,female,6.502130485,5.94658882,6.249314768,5.817216921,3.775551714,3.505665722,3.351993138,3.343389769,5.404779555,6.21608627,5.828975525,5.478390084,4.615330822,4.50236768,0.384817021,0.384015984,0.402997775,0.358757894,0.34019996,0.307684764,0.280297615,0.293616209,0.25479416,0.242074028,0.229592231,0.217412365,0.205435551,0.193720024
MN,Brown County,114581,113479,82800,107753,103225,143150,120985,108133,96539,125667,178578,112300.8802,112300.8802,112300.8802,26465,27411,27279,28251,29654,30742,31783,34170,28897,29610,30323,31036,31749,32462,total,4.329529567,4.139907336,3.035301881,3.814130473,3.480980643,4.656495999,3.80659472,3.164559555,3.340796622,4.244072948,5.889193022,3.618407018,3.537147003,3.459456602,0.406720775,0.3898823,0.400264759,0.398127618,0.388599931,0.38017312,0.392917452,0.328674861,0.346456248,0.341524977,0.336753021,0.332202756,0.327774719,0.323548346
MN,Brown County,114581,113479,82800,107753,103225,143150,120985,108133,96539,125667,178578,112300.8802,112300.8802,112300.8802,34252,35344,35504,36531,37491,39048,40861,41573,35358,36053,36748,37444,38139,38835,male,3.345235315,3.210700543,2.332131591,2.94963182,2.753327465,3.66600082,2.960891804,2.601039136,2.73032977,3.485618395,4.85952977,2.999168898,2.944515593,2.89174405,0.406720775,0.3898823,0.400264759,0.398127618,0.388599931,0.38017312,0.392917452,0.328674861,0.346456248,0.341524977,0.336753021,0.332202756,0.327774719,0.323548346
MN,Brown County,114581,113479,82800,107753,103225,143150,120985,108133,96539,125667,178578,112300.8802,112300.8802,112300.8802,20321,21564,21293,21987,22922,24203,24806,27909,23108,23740,24373,25005,25638,26270,female,5.638551252,5.262428121,3.888601888,4.90075954,4.503315592,5.914556047,4.87724744,3.874484933,4.177730656,5.293470935,7.326878103,4.491136981,4.380251197,4.274871724,0.406720775,0.3898823,0.400264759,0.398127618,0.388599931,0.38017312,0.392917452,0.328674861,0.346456248,0.341524977,0.336753021,0.332202756,0.327774719,0.323548346
IL,Stark County,47000,47000,167500,114500,103667,74900,39500,39500,39500,132500,110900,110934.6415,110934.6415,110934.6415,26739,28231,28395,27946,27528,32069,32226,34512,35296,36196,37097,37998,38899,39799,total,1.757732152,1.664836527,5.898925867,4.097187433,3.765874746,2.335588886,1.225718364,1.144529439,1.119106981,3.660625483,2.989460064,2.919486328,2.851863583,2.787372585,0.466028335,0.502408118,0.447610319,0.463198687,0.53495082,0.441872633,0.385157362,0.342718329,0.369934361,0.363668183,0.357625449,0.351810209,0.34619462,0.340783335
IL,Stark County,47000,47000,167500,114500,103667,74900,39500,39500,39500,132500,110900,110934.6415,110934.6415,110934.6415,35927,38827,37097,37159,38125,40136,40734,41165,42048,42855,43663,44470,45278,46085,male,1.308208311,1.210497849,4.515189908,3.081353104,2.719134426,1.866155073,0.969705897,0.959553018,0.939402588,3.091821258,2.539907931,2.494595042,2.450078217,2.407174601,0.466028335,0.502408118,0.447610319,0.463198687,0.53495082,0.441872633,0.385157362,0.342718329,0.369934361,0.363668183,0.357625449,0.351810209,0.34619462,0.340783335
IL,Stark County,47000,47000,167500,114500,103667,74900,39500,39500,39500,132500,110900,110934.6415,110934.6415,110934.6415,19184,19320,20492,19947,17730,22401,25045,27057,26493,27270,28048,28825,29603,30380,female,2.449958299,2.432712215,8.17392153,5.740211561,5.846982516,3.343600732,1.57716111,1.459880992,1.490959876,4.858819215,3.95393611,3.848556513,3.747412137,3.651568186,0.466028335,0.502408118,0.447610319,0.463198687,0.53495082,0.441872633,0.385157362,0.342718329,0.369934361,0.363668183,0.357625449,0.351810209,0.34619462,0.340783335
VA,Harrisonburg city,202727,202727,158000,208500,174500,174500,243000,243000,241000,241000,261450,264651.069,264651.069,264651.069,11128,12255,28184,27011,27731,28927,28138,28403,18186,19966,21747,23528,25309,27090,total,18.21773904,16.54239086,5.606017599,7.719077413,6.292596733,6.032426453,8.636008245,8.555434285,13.25195205,12.07051988,12.02234791,11.24834533,10.45679675,9.769327021,0.636711384,0.610238296,0.271112514,0.178245591,0.131233937,0.216892384,0.218635659,0.210606061,0.478429943,0.436562596,0.399115493,0.365408458,0.334875025,0.307145541
VA,Harrisonburg city,202727,202727,158000,208500,174500,174500,243000,243000,241000,241000,261450,264651.069,264651.069,264651.069,18561,18968,34849,31019,30739,34335,32250,32340,24687,26136,27586,29036,30486,31936,male,10.92220247,10.68784268,4.533846021,6.721686708,5.676827483,5.082277559,7.534883721,7.513914657,9.762223032,9.220997857,9.477633582,9.114584275,8.681068982,8.286919746,0.636711384,0.610238296,0.271112514,0.178245591,0.131233937,0.216892384,0.218635659,0.210606061,0.478429943,0.436562596,0.399115493,0.365408458,0.334875025,0.307145541
VA,Harrisonburg city,202727,202727,158000,208500,174500,174500,243000,243000,241000,241000,261450,264651.069,264651.069,264651.069,6743,7393,25401,25490,26705,26888,25199,25529,12876,14726,16576,18426,20277,22127,female,30.06480795,27.42147978,6.22022755,8.179678305,6.534356862,6.489883963,9.643239811,9.518586705,18.71699285,16.36561184,15.77280405,14.36291485,13.05178621,11.96054906,0.636711384,0.610238296,0.271112514,0.178245591,0.131233937,0.216892384,0.218635659,0.210606061,0.478429943,0.436562596,0.399115493,0.365408458,0.334875025,0.307145541
VT,Rutland County,229487,294671,146395,185244,149388,159926,175999,199776,189182,284306,332378,306460.0275,338922.0861,298295.6949,26508,26637,26418,27502,28520,29961,30856,31823,31708,32386,33064,33743,34421,35100,total,8.657273276,11.0624695,5.541486865,6.735655589,5.238008415,5.337805814,5.703882551,6.277723659,5.966380724,8.778669796,10.05256472,9.082180823,9.846375355,8.498452846,0.258871494,0.283245105,0.280965027,0.254075959,0.241952458,0.244198501,0.243435742,0.223091708,0.266871166,0.263133839,0.259550651,0.256075106,0.252739412,0.249499048
VT,Rutland County,229487,294671,146395,185244,149388,159926,175999,199776,189182,284306,332378,306460.0275,338922.0861,298295.6949,30660,31358,31253,31833,32308,33612,35381,36420,36512,37194,37877,38559,39242,39924,male,7.484898891,9.396995982,4.684190318,5.819244181,4.623870249,4.758003094,4.974393036,5.485337727,5.181365031,7.64386729,8.775193389,7.947820937,8.636717958,7.47158839,0.258871494,0.283245105,0.280965027,0.254075959,0.241952458,0.244198501,0.243435742,0.223091708,0.266871166,0.263133839,0.259550651,0.256075106,0.252739412,0.249499048
VT,Rutland County,229487,294671,146395,185244,149388,159926,175999,199776,189182,284306,332378,306460.0275,338922.0861,298295.6949,22723,22476,22472,23745,24491,25404,26768,28295,26768,27407,28046,28685,29324,29963,female,10.09932667,13.11047339,6.514551442,7.801389766,6.099710098,6.295307826,6.574977585,7.060470048,7.067468619,10.37348123,11.85117307,10.68363352,11.55783952,9.955468241,0.258871494,0.283245105,0.280965027,0.254075959,0.241952458,0.244198501,0.243435742,0.223091708,0.266871166,0.263133839,0.259550651,0.256075106,0.252739412,0.249499048
MO,Stone County,117587.8095,123097.4921,123328.5714,130408.5873,128979.1905,132000.2222,152329.4921,146571.0794,175155.2857,211548.9206,236525.2923,231546.5594,232057.805,237829.9749,20444,20903,21535,22586,23498,24485,24941,25615,28434,29308,30182,31057,31931,32806,total,5.751702676,5.888986849,5.726889779,5.773868206,5.488943336,5.391064823,6.107593605,5.722080008,6.160064912,7.218128859,7.836634163,7.455535287,7.267476903,7.249587725,0.294917355,0.328121298,0.267382454,0.27576686,0.293313016,0.309763394,0.297988362,0.291433042,0.411927007,0.412772833,0.413568821,0.414319249,0.415027919,0.415712025
MO,Stone County,117587.8095,123097.4921,123328.5714,130408.5873,128979.1905,132000.2222,152329.4921,146571.0794,175155.2857,211548.9206,236525.2923,231546.5594,232057.805,237829.9749,24200,25326,25054,26439,28219,29416,30075,30676,36606,37752,38898,40044,41190,42337,male,4.859000393,4.860518522,4.922510234,4.932432668,4.570650643,4.487361375,5.064987268,4.778037534,4.784879137,5.603648035,6.080654334,5.782303451,5.633838432,5.617544344,0.294917355,0.328121298,0.267382454,0.27576686,0.293313016,0.309763394,0.297988362,0.291433042,0.411927007,0.412772833,0.413568821,0.414319249,0.415027919,0.415712025
MO,Stone County,117587.8095,123097.4921,123328.5714,130408.5873,128979.1905,132000.2222,152329.4921,146571.0794,175155.2857,211548.9206,236525.2923,231546.5594,232057.805,237829.9749,17063,17016,18355,19148,19942,20304,21113,21736,21527,22169,22811,23453,24095,24737,female,6.891391285,7.234220269,6.719072264,6.810559186,6.467715901,6.501192977,7.214961971,6.743240679,8.136539495,9.542555848,10.36891378,9.872790662,9.630952687,9.614341872,0.294917355,0.328121298,0.267382454,0.27576686,0.293313016,0.309763394,0.297988362,0.291433042,0.411927007,0.412772833,0.413568821,0.414319249,0.415027919,0.415712025
NY,Cattaraugus County,83264,55684,46545,76388,58882,83163,66172,88188,93288,84027,119993,121908.219,125486.3842,128964.53,24616,25583,26388,26600,27423,29168,29892,30546,30618,31404,32191,32978,33765,34552,total,3.382515437,2.17660165,1.763869941,2.871729323,2.147175728,2.851172518,2.213702663,2.887055588,3.046835195,2.675678258,3.72753254,3.69665289,3.716463326,3.732476557,0.32045789,0.325068607,0.315322403,0.306200208,0.303642737,0.288590006,0.302111423,0.294952989,0.28470437,0.282372918,0.28013213,0.277976818,0.2759209,0.273922201
NY,Cattaraugus County,83264,55684,46545,76388,58882,83163,66172,88188,93288,84027,119993,121908.219,125486.3842,128964.53,30575,31338,31777,31757,32805,33681,34858,35843,35788,36512,37236,37960,38685,39409,male,2.723270646,1.776884294,1.464738647,2.405390937,1.794909313,2.469136902,1.898330369,2.46039673,2.606683805,2.30135298,3.222499731,3.211491544,3.243799514,3.272463904,0.32045789,0.325068607,0.315322403,0.306200208,0.303642737,0.288590006,0.302111423,0.294952989,0.28470437,0.282372918,0.28013213,0.277976818,0.2759209,0.273922201
NY,Cattaraugus County,83264,55684,46545,76388,58882,83163,66172,88188,93288,84027,119993,121908.219,125486.3842,128964.53,20777,21151,21757,22033,22844,23961,24327,25271,25599,26202,26805,27408,28011,28614,female,4.007508302,2.632688762,2.139311486,3.466981346,2.577569603,3.470764993,2.720105233,3.489691742,3.644204852,3.206892604,4.476515575,4.447906414,4.479896619,4.507043056,0.32045789,0.325068607,0.315322403,0.306200208,0.303642737,0.288590006,0.302111423,0.294952989,0.28470437,0.282372918,0.28013213,0.277976818,0.2759209,0.273922201
GA,Liberty County,161750,120607,173600,168322,191033,147267,107450,195408,208421,224639,280000,231881.4028,232613.5248,232669.3988,28378,28994,28939,28189,28160,28504,28525,29841,40802,41547,42292,43037,43782,44527,total,5.699837903,4.159722701,5.998825115,5.971194438,6.78384233,5.16653803,3.766871166,6.548306022,5.108107446,5.406864515,6.620637473,5.387954616,5.312994491,5.225355375,0.35607275,0.306895586,0.342938092,0.316382593,0.301698208,0.309732052,0.29122216,0.276049292,0.197878198,0.188304378,0.178989089,0.169922001,0.161093323,0.152493773
GA,Liberty County,161750,120607,173600,168322,191033,147267,107450,195408,208421,224639,280000,231881.4028,232613.5248,232669.3988,32440,32151,33178,32034,31916,32357,32058,32784,44679,45299,45919,46539,47159,47779,male,4.986128237,3.751267457,5.232382904,5.254479615,5.98549317,4.551318107,3.351737476,5.960468521,4.664853734,4.959027793,6.097693765,4.982517948,4.932537263,4.869700052,0.35607275,0.306895586,0.342938092,0.316382593,0.301698208,0.309732052,0.29122216,0.276049292,0.197878198,0.188304378,0.178989089,0.169922001,0.161093323,0.152493773
GA,Liberty County,161750,120607,173600,168322,191033,147267,107450,195408,208421,224639,280000,231881.4028,232613.5248,232669.3988,20889,22284,21800,21899,22287,22335,22722,23734,35838,36769,37700,38631,39562,40493,female,7.743309876,5.412268892,7.963302752,7.686287045,8.57149908,6.59355272,4.728897104,8.233251875,5.815642614,6.109467214,7.427055703,6.002469592,5.879721066,5.745916549,0.35607275,0.306895586,0.342938092,0.316382593,0.301698208,0.309732052,0.29122216,0.276049292,0.197878198,0.188304378,0.178989089,0.169922001,0.161093323,0.152493773
SD,Lincoln County,123155,179875,135182,83000,160019,133475,263466,268000,242073,243500,388502,319526.8525,315314.9851,317044.6421,36433,36685,36906,37013,37078,39084,40410,40856,27161,27189,27218,27247,27276,27305,total,3.38031455,4.903230203,3.662873246,2.242455354,4.315739792,3.41508034,6.519821826,6.559624045,8.91252163,8.955827724,14.27371592,11.72704711,11.56016223,11.61123025,0.266403088,0.266417945,0.259148618,0.30042719,0.277896508,0.301644001,0.296750201,0.299582055,0.321717747,0.327096389,0.332422641,0.337716836,0.342940329,0.348132756
SD,Lincoln County,123155,179875,135182,83000,160019,133475,263466,268000,242073,243500,388502,319526.8525,315314.9851,317044.6421,42492,43154,42848,45179,43984,46472,47326,48571,33346,33510,33674,33839,34003,34168,male,2.89831027,4.168211522,3.154919716,1.837136723,3.638118407,2.87215958,5.567045599,5.517695744,7.259431416,7.266487616,11.53715032,9.442561911,9.273151931,9.278993271,0.266403088,0.266417945,0.259148618,0.30042719,0.277896508,0.301644001,0.296750201,0.299582055,0.321717747,0.327096389,0.332422641,0.337716836,0.342940329,0.348132756
SD,Lincoln County,123155,179875,135182,83000,160019,133475,263466,268000,242073,243500,388502,319526.8525,315314.9851,317044.6421,31172,31657,31744,31606,31761,32454,33282,34020,22618,22549,22480,22411,22342,22273,female,3.95082125,5.681997662,4.258505544,2.626083655,5.038222978,4.112744192,7.916170903,7.877718989,10.70267044,10.79870504,17.28211744,14.25759013,14.1131047,14.2344831,0.266403088,0.266417945,0.259148618,0.30042719,0.277896508,0.301644001,0.296750201,0.299582055,0.321717747,0.327096389,0.332422641,0.337716836,0.342940329,0.348132756
VA,Norfolk city,234000,234000,234000,220000,220000,220000,229910,244714,247646.8594,247646.8594,247646.8594,247646.8594,251926.9844,252645.6237,25200,25351,22529,24938,23718,24038,23578,28909,28752,29010,29269,29528,29787,30046,total,9.285714286,9.230405112,10.38661281,8.821878258,9.27565562,9.152175722,9.751039104,8.464976305,8.613204626,8.53660322,8.46106322,8.386848395,8.457615215,8.408627561,0.256246085,0.238737315,0.214171509,0.276676385,0.275434613,0.434707639,0.418152906,0.368614396,0.209609572,0.219698363,0.22943501,0.238865796,0.248034143,0.256915858
VA,Norfolk city,234000,234000,234000,220000,220000,220000,229910,244714,247646.8594,247646.8594,247646.8594,247646.8594,251926.9844,252645.6237,28738,28479,25643,27440,26863,32477,32072,34844,32093,32622,33151,33680,34209,34739,male,8.142529056,8.216580638,9.125297352,8.017492711,8.189703309,6.774024694,7.168558244,7.023131673,7.716538167,7.591406394,7.470268149,7.352935255,7.364348107,7.272679804,0.256246085,0.238737315,0.214171509,0.276676385,0.275434613,0.434707639,0.418152906,0.368614396,0.209609572,0.219698363,0.22943501,0.238865796,0.248034143,0.256915858
VA,Norfolk city,234000,234000,234000,220000,220000,220000,229910,244714,247646.8594,247646.8594,247646.8594,247646.8594,251926.9844,252645.6237,21374,21680,20151,19848,19464,18359,18661,22000,25366,25455,25545,25635,25724,25814,female,10.9478806,10.79335793,11.61232693,11.08424023,11.30291821,11.98322349,12.32034725,11.12336364,9.762944863,9.728810033,9.694533545,9.660497734,9.793460753,9.787155175,0.256246085,0.238737315,0.214171509,0.276676385,0.275434613,0.434707639,0.418152906,0.368614396,0.209609572,0.219698363,0.22943501,0.238865796,0.248034143,0.256915858
TN,McMinn County,85000,180000,67833,109638,82000,179500,168675,163492,171250,292524,259431,239342.3383,239445.0371,239445.0778,24494,24418,24524,23943,24583,25924,26468,29126,32013,32610,33207,33804,34401,34998,total,3.470237609,7.371611107,2.765984342,4.579125423,3.335638449,6.924085789,6.372789784,5.613266497,5.349389311,8.970377185,7.812539525,7.080296364,6.960409206,6.84167889,0.407164514,0.385826246,0.404384147,0.400369542,0.417618375,0.392215194,0.380121925,0.400996299,0.273976585,0.269698861,0.265555812,0.261515976,0.257624259,0.253849538
TN,McMinn County,85000,180000,67833,109638,82000,179500,168675,163492,171250,292524,259431,239342.3383,239445.0371,239445.0778,30344,29985,30884,30849,31172,31934,32971,35933,37839,38454,39069,39684,40299,40914,male,2.80121276,6.003001501,2.196380003,3.5540212,2.630565892,5.620968247,5.115859392,4.549912337,4.525753852,7.607114995,6.640328649,6.031204977,5.941711633,5.852399614,0.407164514,0.385826246,0.404384147,0.400369542,0.417618375,0.392215194,0.380121925,0.400996299,0.273976585,0.269698861,0.265555812,0.261515976,0.257624259,0.253849538
TN,McMinn County,85000,180000,67833,109638,82000,179500,168675,163492,171250,292524,259431,239342.3383,239445.0371,239445.0778,17989,18416,18395,18498,18154,19409,20438,21524,27472,28083,28694,29306,29917,30528,female,4.725109789,9.77410947,3.687578146,5.927019137,4.516910874,9.248286877,8.253009101,7.595800037,6.233619685,10.4164085,9.041297832,8.167008063,8.003644654,7.843457737,0.407164514,0.385826246,0.404384147,0.400369542,0.417618375,0.392215194,0.380121925,0.400996299,0.273976585,0.269698861,0.265555812,0.261515976,0.257624259,0.253849538
KY,Ballard County,86200,86200,86200,86200,86200,86200,86200,86200,86000,25000,84144,93173.01471,93286.4538,93286.51507,27466,27554,26387,27063,28590,27268,28042,29328,33788,34279,34771,35263,35754,36246,total,3.13842569,3.12840241,3.266760147,3.185160551,3.015040224,3.161214611,3.073960488,2.939170758,2.545282349,0.72930949,2.419947658,2.642231651,2.609119366,2.5737051,0.466459519,0.51570937,0.593951305,0.487658674,0.40558837,0.414835385,0.339401185,0.28105845,0.201244654,0.17943793,0.158198009,0.137478454,0.117329573,0.097640026
KY,Ballard County,86200,86200,86200,86200,86200,86200,86200,86200,86000,25000,84144,93173.01471,93286.4538,93286.51507,34436,35743,36636,36868,37077,37451,36806,36544,39047,39568,40089,40610,41132,41653,male,2.503194332,2.411661025,2.352876952,2.338070956,2.324891442,2.301674188,2.342009455,2.35880035,2.202473942,0.631823696,2.098929881,2.294336733,2.26797758,2.239610954,0.466459519,0.51570937,0.593951305,0.487658674,0.40558837,0.414835385,0.339401185,0.28105845,0.201244654,0.17943793,0.158198009,0.137478454,0.117329573,0.097640026
KY,Ballard County,86200,86200,86200,86200,86200,86200,86200,86200,86000,25000,84144,93173.01471,93286.4538,93286.51507,18373,17310,14876,18889,22039,21915,24314,26273,31189,32468,33747,35027,36306,37586,female,4.69166712,4.979780474,5.794568432,4.563502568,3.911248242,3.933378964,3.545282553,3.2809348,2.75738241,0.769988912,2.493377189,2.660034108,2.569450058,2.481948467,0.466459519,0.51570937,0.593951305,0.487658674,0.40558837,0.414835385,0.339401185,0.28105845,0.201244654,0.17943793,0.158198009,0.137478454,0.117329573,0.097640026
SC,Chester County,49125,49125,83318,58688,112826,91500,334450,134806,151353,212500,218351,187961.7148,187961.6205,187961.6205,25263,24212,24975,25468,26563,27401,27716,30335,27445,27820,28196,28572,28948,29324,total,1.944543403,2.028952585,3.336056056,2.30438197,4.247487106,3.339294186,12.06703709,4.443909675,5.514775005,7.638389648,7.744041708,6.578528447,6.49307795,6.409822006,0.330043579,0.359975317,0.326516656,0.324330415,0.31571778,0.332097363,0.285311977,0.277320666,0.262177831,0.253548871,0.24505058,0.236680012,0.228403742,0.220280357
SC,Chester County,49125,49125,83318,58688,112826,91500,334450,134806,151353,212500,218351,187961.7148,187961.6205,187961.6205,31208,30791,30709,31064,32301,33442,34089,35367,31738,31982,32226,32470,32714,32958,male,1.574115611,1.595433731,2.713145983,1.889260881,3.492956874,2.736080378,9.811082754,3.811632313,4.768826013,6.644362454,6.775615962,5.788780868,5.745601898,5.703065128,0.330043579,0.359975317,0.326516656,0.324330415,0.31571778,0.332097363,0.285311977,0.277320666,0.262177831,0.253548871,0.24505058,0.236680012,0.228403742,0.220280357
SC,Chester County,49125,49125,83318,58688,112826,91500,334450,134806,151353,212500,218351,187961.7148,187961.6205,187961.6205,20908,19707,20682,20989,22103,22336,24363,25559,23417,23873,24329,24785,25242,25698,female,2.349579108,2.492769067,4.028527222,2.796131307,5.104555943,4.096525788,13.72778393,5.274306507,6.463381304,8.901269216,8.974927042,7.583688311,7.446383825,7.314250934,0.330043579,0.359975317,0.326516656,0.324330415,0.31571778,0.332097363,0.285311977,0.277320666,0.262177831,0.253548871,0.24505058,0.236680012,0.228403742,0.220280357
NC,Haywood County,157681,179788,160900,189000,189000,192772,226430,228342,269602,327308,305000,340444.6482,363692.1292,386939.6102,27220,27282,27779,27319,27748,27826,29189,30614,32164,32639,33115,33591,34067,34543,total,5.79283615,6.589986071,5.792145146,6.918262015,6.811301715,6.927765399,7.757374353,7.458744365,8.382104216,10.02812586,9.210327646,10.13499593,10.67578974,11.20167936,0.215373806,0.215971954,0.242925487,0.290449757,0.301373276,0.312982561,0.304139544,0.278153122,0.357843385,0.365060062,0.3720352,0.378766106,0.38524185,0.391521659
