state,county,House Price 2012,House Price 2013,House Price 2014,House Price 2015,House Price 2016,House Price 2017,House Price 2018,House Price 2019,House Price 2020,House Price 2021,House Price 2022,House Price 2023,House Price 2024,House Price 2025,Gender_2012,Gender_2013,Gender_2014,Gender_2015,Gender_2016,Gender_2017,Gender_2018,Gender_2019,Gender_2020,Gender_2021,Gender_2022,Gender_2023,Gender_2024,Gender_2025,Gender,2012_Ratio,2013_Ratio,2014_Ratio,2015_Ratio,2016_Ratio,2017_Ratio,2018_Ratio,2019_Ratio,2020_Ratio,2021_Ratio,2022_Ratio,2023_Ratio,2024_Ratio,2025_Ratio,Gender_2012_diff,Gender_2013_diff,Gender_2014_diff,Gender_2015_diff,Gender_2016_diff,Gender_2017_diff,Gender_2018_diff,Gender_2019_diff,Gender_2020_diff,Gender_2021_diff,Gender_2022_diff,Gender_2023_diff,Gender_2024_diff,Gender_2025_diff
AR,Franklin County,72000,72000,29880,51627,79940,176750,160167,241750,210317,202500,295443.1868,295443.1868,295443.1868,295443.1868,22415,22494,25823,25270,26524,26155,26839,27851,32367,33215,34063,34912,35760,36609,total,3.212134731,3.200853561,1.157108004,2.043015433,3.013874227,6.757790097,5.967696263,8.680119206,6.497883647,6.096643083,8.673434131,8.462511079,8.261834083,8.070233735,0.375995489,0.349081081,0.375178228,0.361056842,0.324834221,0.293263131,0.28697422,0.22810336,0.19554862,0.179244775,0.1634595,0.148168441,0.133323058,0.118953653
AR,Franklin County,72000,72000,29880,51627,79940,176750,160167,241750,210317,202500,295443.1868,295443.1868,295443.1868,295443.1868,28378,27750,32262,32247,32121,31528,32428,31192,36528,37128,37728,38328,38928,39528,male,2.537176686,2.594594595,0.926167008,1.600986138,2.488714548,5.606127886,4.939157518,7.750384714,5.757692729,5.454104719,7.830873272,7.708286026,7.589477672,7.474276128,0.375995489,0.349081081,0.375178228,0.361056842,0.324834221,0.293263131,0.28697422,0.22810336,0.19554862,0.179244775,0.1634595,0.148168441,0.133323058,0.118953653
AR,Franklin County,72000,72000,29880,51627,79940,176750,160167,241750,210317,202500,295443.1868,295443.1868,295443.1868,295443.1868,17708,18063,20158,20604,21687,22282,23122,24077,29385,30473,31561,32649,33738,34826,female,4.065958889,3.986048829,1.48228991,2.505678509,3.686079218,7.932411812,6.927039183,10.04070275,7.157291135,6.645226922,9.361021096,9.049073074,8.756985796,8.483408568,0.375995489,0.349081081,0.375178228,0.361056842,0.324834221,0.293263131,0.28697422,0.22810336,0.19554862,0.179244775,0.1634595,0.148168441,0.133323058,0.118953653
AR,Washington County,105682,93740,139978,175105,177520,182420,178695,112687,239528,283135,265337,308328.1066,302784.1515,302451.8857,25045,25261,25910,26261,26860,27993,29801,30227,24387,24800,25214,25628,26042,26456,total,4.219684568,3.710858636,5.402470089,6.667872511,6.60908414,6.516629157,5.996275293,3.728024614,9.82195432,11.41673387,10.5233997,12.03090786,11.6267626,11.43226057,0.255648874,0.234520841,0.263152535,0.229758785,0.228815228,0.215783962,0.209187758,0.182080745,0.380276881,0.378100183,0.376010822,0.373938264,0.371976453,0.370045064
AR,Washington County,105682,93740,139978,175105,177520,182420,178695,112687,239528,283135,265337,308328.1066,302784.1515,302451.8857,28457,28070,29462,29766,30470,31513,32478,32200,32216,32740,33265,33789,34314,34839,male,3.713743543,3.339508372,4.751137058,5.882718538,5.826058418,5.788722115,5.502032145,3.499596273,7.435063323,8.647984117,7.976461747,9.125103039,8.823924681,8.681416967,0.255648874,0.234520841,0.263152535,0.229758785,0.228815228,0.215783962,0.209187758,0.182080745,0.380276881,0.378100183,0.376010822,0.373938264,0.371976453,0.370045064
AR,Washington County,105682,93740,139978,175105,177520,182420,178695,112687,239528,283135,265337,308328.1066,302784.1515,302451.8857,21182,21487,21709,22927,23498,24713,25684,26337,19965,20361,20757,21154,21550,21947,female,4.989236144,4.362637874,6.447924824,7.637501636,7.554685505,7.38154008,6.957444323,4.278657402,11.99739544,13.90575119,12.78301296,14.57540449,14.05030865,13.7810127,0.255648874,0.234520841,0.263152535,0.229758785,0.228815228,0.215783962,0.209187758,0.182080745,0.380276881,0.378100183,0.376010822,0.373938264,0.371976453,0.370045064
NC,Vance County,85000,85000,85000,85000,85000,102359,130133,165490,194200,191821,266990,248530.4679,277278.349,300227.9974,24974,25515,26110,23907,23851,25119,24509,25813,40007,40752,41497,42243,42988,43733,total,3.403539681,3.331373702,3.255457679,3.555444012,3.563791875,4.074963175,5.309600555,6.411110681,4.854150524,4.707032784,6.433959081,5.883352695,6.450133735,6.865021778,0.178811845,0.102400656,0.060144848,0.021860638,0.000838188,0.069442311,0.16844697,0.10313786,0.344511363,0.343661681,0.342853665,0.342052234,0.341296325,0.340532396
NC,Vance County,85000,85000,85000,85000,85000,102359,130133,165490,194200,191821,266990,248530.4679,277278.349,300227.9974,27185,26826,27201,24153,23861,26036,26400,27216,47653,48475,49298,50121,50944,51766,male,3.126724296,3.168567807,3.124885115,3.519231565,3.562298311,3.931441082,4.929280303,6.080614345,4.075294315,3.957111913,5.415838371,4.958609523,5.442806788,5.799714048,0.178811845,0.102400656,0.060144848,0.021860638,0.000838188,0.069442311,0.16844697,0.10313786,0.344511363,0.343661681,0.342853665,0.342052234,0.341296325,0.340532396
NC,Vance County,85000,85000,85000,85000,85000,102359,130133,165490,194200,191821,266990,248530.4679,277278.349,300227.9974,22324,24079,25565,23625,23841,24228,21953,24409,31236,31816,32396,32977,33557,34138,female,3.807561369,3.530046929,3.324858205,3.597883598,3.565286691,4.224822519,5.927800301,6.779876275,6.217185299,6.029073422,8.241449562,7.536478997,8.262906368,8.794539733,0.178811845,0.102400656,0.060144848,0.021860638,0.000838188,0.069442311,0.16844697,0.10313786,0.344511363,0.343661681,0.342853665,0.342052234,0.341296325,0.340532396
PA,Clinton County,95042,142683,70500,92060,101260,111000,166944,74833,127444,99130,167509,133731.992,134982.0522,134972.1703,22975,23034,23389,24203,24459,25437,27116,29459,30643,31483,32324,33164,34005,34845,total,4.136757345,6.19445168,3.014237462,3.803660703,4.13998937,4.363722137,6.156660274,2.540242371,4.158992266,3.148683416,5.182186611,4.032444578,3.969476612,3.873501802,0.468938137,0.475325166,0.453155294,0.420023808,0.373571247,0.371902874,0.356881089,0.347960779,0.325652423,0.312380901,0.299495336,0.287004033,0.274889168,0.263133978
PA,Clinton County,95042,142683,70500,92060,101260,111000,166944,74833,127444,99130,167509,133731.992,134982.0522,134972.1703,30729,31753,31978,31922,31496,32288,33563,35185,36671,37259,37847,38435,39023,39611,male,3.092908978,4.493528171,2.20464069,2.883904517,3.21501143,3.437809713,4.974048804,2.126843825,3.475334733,2.660565233,4.425951859,3.4794326,3.459038316,3.407441627,0.468938137,0.475325166,0.453155294,0.420023808,0.373571247,0.371902874,0.356881089,0.347960779,0.325652423,0.312380901,0.299495336,0.287004033,0.274889168,0.263133978
PA,Clinton County,95042,142683,70500,92060,101260,111000,166944,74833,127444,99130,167509,133731.992,134982.0522,134972.1703,16319,16660,17487,18514,19730,20280,21585,22942,24729,25620,26512,27404,28296,29188,female,5.824008824,8.564405762,4.031566306,4.972453279,5.132285859,5.473372781,7.734259903,3.261834191,5.153625298,3.869242779,6.318233253,4.880017224,4.770358079,4.62423497,0.468938137,0.475325166,0.453155294,0.420023808,0.373571247,0.371902874,0.356881089,0.347960779,0.325652423,0.312380901,0.299495336,0.287004033,0.274889168,0.263133978
OR,Polk County,310000,159000,208032,206000,276641,262015,298750,318058,336758,369362,489334,440497.3126,438859.748,438867.7099,27489,26894,26388,26040,26846,27216,28239,30414,39488,40201,40915,41629,42343,43056,total,11.27723817,5.912099353,7.883583447,7.910906298,10.30473814,9.627241329,10.57934063,10.4576182,8.528109806,9.187880898,11.95977026,10.58150118,10.36439903,10.19295127,0.378109165,0.323311062,0.283017069,0.284656255,0.262758114,0.276897545,0.313642674,0.329079974,0.194983239,0.18340841,0.172079978,0.160994384,0.150143901,0.139521129
OR,Polk County,310000,159000,208032,206000,276641,262015,298750,318058,336758,369362,489334,440497.3126,438859.748,438867.7099,34535,32328,31461,31055,31333,31936,33857,36912,43255,43733,44212,44691,45170,45649,male,8.976400753,4.918337045,6.612377229,6.633392368,8.829062011,8.204377505,8.823876894,8.61665583,7.785412091,8.445841813,11.06790012,9.856510541,9.715734957,9.613961092,0.378109165,0.323311062,0.283017069,0.284656255,0.262758114,0.276897545,0.313642674,0.329079974,0.194983239,0.18340841,0.172079978,0.160994384,0.150143901,0.139521129
OR,Polk County,310000,159000,208032,206000,276641,262015,298750,318058,336758,369362,489334,440497.3126,438859.748,438867.7099,21477,21876,22557,22215,23100,23093,23238,24765,34821,35712,36604,37496,38388,39280,female,14.43404572,7.268239166,9.222502992,9.273013729,11.97580087,11.3460789,12.85609777,12.84304462,9.671118004,10.34279794,13.3683204,11.74784811,11.43221184,11.17280321,0.378109165,0.323311062,0.283017069,0.284656255,0.262758114,0.276897545,0.313642674,0.329079974,0.194983239,0.18340841,0.172079978,0.160994384,0.150143901,0.139521129
IN,Marshall County,45000,45000,45000,45000,285000,145693,145693,145693,113174,158555,214146,201099.9443,201099.9443,201099.9443,28714,28303,28904,28913,29728,29949,30851,31572,33648,34141,34635,35129,35623,36117,total,1.567179773,1.589937462,1.556877941,1.556393318,9.586921421,4.864703329,4.722472529,4.614626885,3.363468854,4.644122902,6.182936336,5.724613405,5.645227642,5.56801352,0.374933138,0.352656017,0.324544611,0.348205405,0.336476399,0.392079641,0.419917704,0.454006008,0.175966472,0.171849645,0.167786296,0.163822793,0.159913169,0.15609881
IN,Marshall County,45000,45000,45000,45000,285000,145693,145693,145693,113174,158555,214146,201099.9443,201099.9443,201099.9443,35521,34243,34476,35189,35634,36564,38398,40277,37223,37591,37959,38328,38696,39065,male,1.266856226,1.314137196,1.30525583,1.278808719,7.997979458,3.984602341,3.794286161,3.617275368,3.040431991,4.217897901,5.641507943,5.246815495,5.196918139,5.147829113,0.374933138,0.352656017,0.324544611,0.348205405,0.336476399,0.392079641,0.419917704,0.454006008,0.175966472,0.171849645,0.167786296,0.163822793,0.159913169,0.15609881
IN,Marshall County,45000,45000,45000,45000,285000,145693,145693,145693,113174,158555,214146,201099.9443,201099.9443,201099.9443,22203,22167,23287,22936,23644,22228,22274,21991,30673,31131,31590,32049,32508,32967,female,2.026753141,2.030044661,1.93240864,1.961981165,12.053798,6.554480835,6.540944599,6.625119367,3.68969452,5.093154733,6.778917379,6.274765025,6.186167845,6.100037744,0.374933138,0.352656017,0.324544611,0.348205405,0.336476399,0.392079641,0.419917704,0.454006008,0.175966472,0.171849645,0.167786296,0.163822793,0.159913169,0.15609881
IA,Woodbury County,98225,98225,98225,98225,98225,98225,98225,98225,117500,153245,137550,135924.3559,135924.3559,135924.3559,25802,25727,25841,26063,27239,29173,31144,32416,30862,31589,32317,33044,33772,34499,total,3.806875436,3.817973335,3.801129987,3.768752638,3.606042806,3.366983169,3.153898022,3.030139437,3.807271078,4.85121403,4.256273788,4.113435295,4.024764773,3.939950604,0.266282326,0.279443919,0.290296531,0.301812977,0.28127707,0.323746292,0.305176084,0.311856983,0.393683536,0.399146211,0.40430877,0.409242803,0.413930565,0.418408758
IA,Woodbury County,98225,98225,98225,98225,98225,98225,98225,98225,117500,153245,137550,135924.3559,135924.3559,135924.3559,30355,30643,30958,31440,32324,35395,37113,39268,37426,38417,39408,40399,41391,42382,male,3.235875474,3.205462912,3.172847083,3.124204835,3.038763767,2.775109479,2.646646728,2.501400632,3.13952867,3.98898925,3.490408039,3.364547536,3.283910896,3.207124626,0.266282326,0.279443919,0.290296531,0.301812977,0.28127707,0.323746292,0.305176084,0.311856983,0.393683536,0.399146211,0.40430877,0.409242803,0.413930565,0.418408758
IA,Woodbury County,98225,98225,98225,98225,98225,98225,98225,98225,117500,153245,137550,135924.3559,135924.3559,135924.3559,22272,22080,21971,21951,23232,23936,25787,27022,22692,23083,23475,23866,24258,24649,female,4.410246049,4.448596014,4.470665878,4.474739192,4.228004477,4.103651404,3.809089851,3.63500111,5.178036312,6.638868431,5.85942492,5.695313664,5.603279574,5.514396361,0.266282326,0.279443919,0.290296531,0.301812977,0.28127707,0.323746292,0.305176084,0.311856983,0.393683536,0.399146211,0.40430877,0.409242803,0.413930565,0.418408758
NC,Wake County,203590,199296,209727,200716,198216,902977,667086,267565,321680,432486,476926,793181.8324,792862.1607,791994.8902,36134,36354,36321,36593,37634,39279,40849,42675,27411,27488,27566,27643,27721,27799,total,5.63430564,5.482092755,5.774262823,5.485092777,5.26693947,22.98879809,16.33053441,6.269830111,11.73543468,15.73362922,17.30124066,28.69376813,28.60149925,28.49004965,0.290022347,0.28538299,0.270933098,0.281036898,0.291205991,0.280683953,0.275770216,0.27321765,0.173124731,0.167325253,0.16150494,0.155663678,0.149801355,0.143917857
NC,Wake County,203590,199296,209727,200716,198216,902977,667086,267565,321680,432486,476926,793181.8324,792862.1607,791994.8902,43407,43552,43018,43553,45133,46319,48428,50425,30169,30115,30061,30007,29953,29899,male,4.690257332,4.576047024,4.875331257,4.60854591,4.391819733,19.49474298,13.7747997,5.306197323,10.66260068,14.36114893,15.86527394,26.43322666,26.47020868,26.48900934,0.290022347,0.28538299,0.270933098,0.281036898,0.291205991,0.280683953,0.275770216,0.27321765,0.173124731,0.167325253,0.16150494,0.155663678,0.149801355,0.143917857
NC,Wake County,203590,199296,209727,200716,198216,902977,667086,267565,321680,432486,476926,793181.8324,792862.1607,791994.8902,30818,31123,31363,31313,31990,33318,35073,36648,24946,25076,25206,25336,25466,25596,female,6.606204166,6.403495807,6.687083506,6.409989461,6.196186308,27.10177682,19.01992986,7.300944117,12.89505332,17.24700909,18.92112989,31.30651375,31.13414595,30.94213511,0.290022347,0.28538299,0.270933098,0.281036898,0.291205991,0.280683953,0.275770216,0.27321765,0.173124731,0.167325253,0.16150494,0.155663678,0.149801355,0.143917857
WI,Iowa County,144553,144553,144553,144553,89625,206967,135090,92720,127657,167500,122438,149890.6533,149890.6533,149890.6533,30028,29963,23737,24206,25174,25721,27694,30256,38678,38954,39230,39507,39783,40059,total,4.813940322,4.824383406,6.089775456,5.971783855,3.560220863,8.046615606,4.877951903,3.064516129,3.300506748,4.299943523,3.121029824,3.794027724,3.767706138,3.741747255,0.269551947,0.269832516,0.257331972,0.26443529,0.26024413,0.281239609,0.290974362,0.384827586,0.25007939,0.252406176,0.254720573,0.257006121,0.259224847,0.261454577
WI,Iowa County,144553,144553,144553,144553,89625,206967,135090,92720,127657,167500,122438,149890.6533,149890.6533,149890.6533,34728,34451,28403,29130,28919,30074,31477,36250,44086,44365,44645,44925,45204,45484,male,4.162433771,4.195901425,5.089356758,4.962341229,3.099173554,6.881924586,4.291705054,2.557793103,2.895635803,3.775498704,2.742479561,3.33646418,3.315871456,3.295458915,0.269551947,0.269832516,0.257331972,0.26443529,0.26024413,0.281239609,0.290974362,0.384827586,0.25007939,0.252406176,0.254720573,0.257006121,0.259224847,0.261454577
WI,Iowa County,144553,144553,144553,144553,89625,206967,135090,92720,127657,167500,122438,149890.6533,149890.6533,149890.6533,25367,25155,21094,21427,21393,21616,22318,22300,33061,33167,33273,33379,33486,33592,female,5.698466512,5.746491751,6.852801745,6.746301395,4.189454494,9.574713175,6.052961735,4.157847534,3.861256465,5.0502005,3.679800439,4.490567521,4.476218518,4.462093751,0.269551947,0.269832516,0.257331972,0.26443529,0.26024413,0.281239609,0.290974362,0.384827586,0.25007939,0.252406176,0.254720573,0.257006121,0.259224847,0.261454577
IN,Knox County,73500,73500,73500,73500,73500,73500,73500,73500,116812,90430,128500,130332.7543,141224.3314,151826.6061,25821,25348,26631,26127,26094,27028,28812,30068,40401,41450,42499,43548,44597,45646,total,2.846520274,2.899637052,2.759941422,2.813181766,2.81673948,2.719402102,2.551020408,2.444459226,2.891314571,2.181664656,3.023600555,2.992852813,3.166677835,3.326175483,0.337468824,0.34663204,0.331831038,0.337826239,0.328253299,0.290186961,0.280344775,0.312906432,0.329715901,0.326132644,0.322693701,0.319390528,0.316215239,0.313173373
IN,Knox County,73500,73500,73500,73500,73500,73500,73500,73500,116812,90430,128500,130332.7543,141224.3314,151826.6061,31274,30805,32173,31457,31299,31397,32485,35215,48469,49486,50503,51520,52537,53555,male,2.35019505,2.385976303,2.284524291,2.336522872,2.348317838,2.340987992,2.26258273,2.087178759,2.41003528,1.827385523,2.544403303,2.529750666,2.688092799,2.834966037,0.337468824,0.34663204,0.331831038,0.337826239,0.328253299,0.290186961,0.280344775,0.312906432,0.329715901,0.326132644,0.322693701,0.319390528,0.316215239,0.313173373
IN,Knox County,73500,73500,73500,73500,73500,73500,73500,73500,116812,90430,128500,130332.7543,141224.3314,151826.6061,20720,20127,21497,20830,21025,22286,23378,24196,32488,33347,34206,35065,35924,36783,female,3.547297297,3.651811,3.419081732,3.52856457,3.495838288,3.298034641,3.143981521,3.037692181,3.59554297,2.711788167,3.75665088,3.716890184,3.931197289,4.127629777,0.337468824,0.34663204,0.331831038,0.337826239,0.328253299,0.290186961,0.280344775,0.312906432,0.329715901,0.326132644,0.322693701,0.319390528,0.316215239,0.313173373
KS,Franklin County,110312,92737,100619,94736,115000,92700,143733,191443,178938,192827,175636,215964.3666,215964.3666,215964.3666,26978,27142,29198,30264,30920,32184,34209,34553,31589,32361,33133,33905,34678,35450,total,4.088961376,3.416734213,3.446092198,3.130319852,3.71927555,2.880313199,4.20161361,5.540560877,5.66456678,5.958623034,5.300938641,6.369690801,6.227705364,6.092083684,0.40357519,0.418287274,0.428793796,0.371462459,0.324242257,0.245685666,0.222409214,0.228004541,0.311748927,0.292078945,0.272756047,0.253707918,0.235017901,0.216607056
KS,Franklin County,110312,92737,100619,94736,115000,92700,143733,191443,178938,192827,175636,215964.3666,215964.3666,215964.3666,35131,35172,36619,36254,36226,36738,38029,38758,37280,37596,37913,38229,38546,38863,male,3.140018787,2.636671216,2.74772659,2.613118552,3.174515541,2.523272905,3.779562965,4.93944476,4.799839056,5.12892329,4.63260623,5.649228769,5.602769849,5.557068847,0.40357519,0.418287274,0.428793796,0.371462459,0.324242257,0.245685666,0.222409214,0.228004541,0.311748927,0.292078945,0.272756047,0.253707918,0.235017901,0.216607056
KS,Franklin County,110312,92737,100619,94736,115000,92700,143733,191443,178938,192827,175636,215964.3666,215964.3666,215964.3666,20953,20460,20917,22787,24480,27712,29571,29921,25658,26615,27572,28530,29487,30445,female,5.26473536,4.532600196,4.81039346,4.1574582,4.697712418,3.345121247,4.860606675,6.398282143,6.973965235,7.245049784,6.370085594,7.569728938,7.324053535,7.093590626,0.40357519,0.418287274,0.428793796,0.371462459,0.324242257,0.245685666,0.222409214,0.228004541,0.311748927,0.292078945,0.272756047,0.253707918,0.235017901,0.216607056
PA,Lancaster County,173663,236020,213140,176561,150497,136672,144819,178969,196425,206535,321011,256495.4715,262724.842,262448.3076,29612,30018,30500,30624,31177,32007,32952,34099,33119,33599,34080,34560,35041,35521,total,5.864615696,7.862615764,6.988196721,5.765445402,4.827180293,4.270065923,4.39484705,5.248511687,5.930885594,6.147057948,9.419336854,7.421743967,7.497641106,7.388539388,0.413612842,0.41203205,0.419553444,0.418541103,0.417755344,0.410783366,0.39460575,0.404392232,0.291320371,0.285757332,0.280319571,0.274992031,0.269805879,0.26474534
PA,Lancaster County,173663,236020,213140,176561,150497,136672,144819,178969,196425,206535,321011,256495.4715,262724.842,262448.3076,37876,38065,39144,39523,40416,41360,42156,43668,39345,39824,40304,40783,41263,41742,male,4.585040659,6.200446604,5.445023503,4.467297523,3.723698535,3.304448743,3.435311699,4.098401576,4.992375143,5.186194255,7.964742954,6.289274244,6.367080484,6.287391778,0.413612842,0.41203205,0.419553444,0.418541103,0.417755344,0.410783366,0.39460575,0.404392232,0.291320371,0.285757332,0.280319571,0.274992031,0.269805879,0.26474534
PA,Lancaster County,173663,236020,213140,176561,150497,136672,144819,178969,196425,206535,321011,256495.4715,262724.842,262448.3076,22210,22381,22721,22981,23532,24370,25521,26009,27883,28444,29006,29568,30130,30691,female,7.819135525,10.54555203,9.380749087,7.682911971,6.395419004,5.608206812,5.67450335,6.881041178,7.044614998,7.261109549,11.06705509,8.674765676,8.719709326,8.551311707,0.413612842,0.41203205,0.419553444,0.418541103,0.417755344,0.410783366,0.39460575,0.404392232,0.291320371,0.285757332,0.280319571,0.274992031,0.269805879,0.26474534
GA,Burke County,210000,210000,210000,210000,23900,125250,75233,76875,263232,279900,307000,236456.3703,236456.3703,236456.3703,25439,25248,25210,25783,25779,27310,28845,30506,24608,25015,25422,25830,26237,26645,total,8.255041472,8.317490494,8.330027767,8.144901679,0.927111215,4.586232149,2.608181661,2.519996066,10.6970091,11.18928643,12.07615451,9.154331022,9.012324972,8.874324275,0.335062893,0.429559404,0.373264327,0.385630589,0.400133824,0.435749476,0.416120541,0.459040498,0.325039391,0.330611059,0.336000508,0.341216533,0.346256726,0.351150121
GA,Burke County,210000,210000,210000,210000,23900,125250,75233,76875,263232,279900,307000,236456.3703,236456.3703,236456.3703,31800,34703,31688,32430,32879,36739,37232,40125,30464,30979,31494,32009,32525,33040,male,6.603773585,6.051350027,6.627114365,6.475485661,0.726907753,3.409183701,2.020654276,1.91588785,8.640756303,9.035152845,9.747888487,7.387183926,7.269988326,7.156669803,0.335062893,0.429559404,0.373264327,0.385630589,0.400133824,0.435749476,0.416120541,0.459040498,0.325039391,0.330611059,0.336000508,0.341216533,0.346256726,0.351150121
GA,Burke County,210000,210000,210000,210000,23900,125250,75233,76875,263232,279900,307000,236456.3703,236456.3703,236456.3703,21145,19796,19860,19924,19723,20730,21739,21706,20562,20737,20912,21087,21263,21438,female,9.931425869,10.60820368,10.57401813,10.5400522,1.211783197,6.041968162,3.460738764,3.541647471,12.80186752,13.49761296,14.68056618,11.21337176,11.12055544,11.02977751,0.335062893,0.429559404,0.373264327,0.385630589,0.400133824,0.435749476,0.416120541,0.459040498,0.325039391,0.330611059,0.336000508,0.341216533,0.346256726,0.351150121
MI,Mecosta County,78846,95641,81351,149972,65937,130019,146427,122862,182861,265250,169324,211727.5624,225794.5718,237795.6387,16683,16521,17179,18456,19116,19738,20851,20672,28238,29202,30166,31131,32095,33060,total,4.726128394,5.789056353,4.735491006,8.12592111,3.449309479,6.587242882,7.022540885,5.943401703,6.475706495,9.083281967,5.613074322,6.801180894,7.035194635,7.192850535,0.322483482,0.248490594,0.289801226,0.304367321,0.303302769,0.321914634,0.350138176,0.321585718,0.300615286,0.301951812,0.30322616,0.304425249,0.305555556,0.306597736
MI,Mecosta County,78846,95641,81351,149972,65937,130019,146427,122862,182861,265250,169324,211727.5624,225794.5718,237795.6387,20584,20041,21532,22302,22466,23733,25330,23863,34293,35403,36514,37625,38736,39847,male,3.830450836,4.772266853,3.778144158,6.724598691,2.934968397,5.478405596,5.780773786,5.148640154,5.332312717,7.492302912,4.637235033,5.627310629,5.829062676,5.967717487,0.322483482,0.248490594,0.289801226,0.304367321,0.303302769,0.321914634,0.350138176,0.321585718,0.300615286,0.301951812,0.30322616,0.304425249,0.305555556,0.306597736
MI,Mecosta County,78846,95641,81351,149972,65937,130019,146427,122862,182861,265250,169324,211727.5624,225794.5718,237795.6387,13946,15061,15292,15514,15652,16093,16461,16189,23984,24713,25442,26171,26900,27630,female,5.653664133,6.350242348,5.319840439,9.666881526,4.212688474,8.079226993,8.895389102,7.589227253,7.624291194,10.73321734,6.655294395,8.090159428,8.393850253,8.606429197,0.322483482,0.248490594,0.289801226,0.304367321,0.303302769,0.321914634,0.350138176,0.321585718,0.300615286,0.301951812,0.30322616,0.304425249,0.305555556,0.306597736
MS,Jones County,10675,10675,24500,24500,24500,24500,24500,24500,137000,150000,145250,150157.8305,150157.9749,150157.9749,25710,25459,26191,26510,26546,27454,30407,30465,25429,25886,26343,26801,27258,27715,total,0.41520809,0.419301622,0.935435837,0.924179555,0.922926241,0.892401836,0.805735521,0.804201543,5.387549648,5.794638028,5.513798732,5.602695067,5.508767147,5.417931622,0.32554688,0.346124255,0.360367372,0.312100899,0.31568371,0.319720681,0.320156423,0.332953931,0.061006024,0.046653686,0.032479866,0.018409314,0.004513824,-0.009283174
MS,Jones County,10675,10675,24500,24500,24500,24500,24500,24500,137000,150000,145250,150157.8305,150157.9749,150157.9749,30994,31194,32120,31477,31351,32078,35289,35143,26063,26193,26324,26454,26585,26715,male,0.344421501,0.342213246,0.762764633,0.778346094,0.781474275,0.763763327,0.694267335,0.697151638,5.25649388,5.72672088,5.517778453,5.676186229,5.648221738,5.620736474,0.32554688,0.346124255,0.360367372,0.312100899,0.31568371,0.319720681,0.320156423,0.332953931,0.061006024,0.046653686,0.032479866,0.018409314,0.004513824,-0.009283174
MS,Jones County,10675,10675,24500,24500,24500,24500,24500,24500,137000,150000,145250,150157.8305,150157.9749,150157.9749,20904,20397,20545,21653,21454,21822,23991,23442,24473,24971,25469,25967,26465,26963,female,0.510667815,0.523361279,1.192504259,1.131482935,1.141978186,1.122720191,1.021216289,1.045132668,5.598005966,6.006968083,5.703011504,5.782640679,5.673832416,5.569038123,0.32554688,0.346124255,0.360367372,0.312100899,0.31568371,0.319720681,0.320156423,0.332953931,0.061006024,0.046653686,0.032479866,0.018409314,0.004513824,-0.009283174
MN,Cass County,160056,157080,170735,212379,181055,153537,151614,219688,243005,291259,370018,315455.1128,339590.4067,359781.9694,24290,24186,24747,25403,26196,27694,28727,30387,52072,53791,55510,57230,58949,60668,total,6.589378345,6.494666336,6.899220107,8.360390505,6.911551382,5.544052863,5.277752637,7.229670583,4.666711476,5.414641855,6.665789948,5.512058585,5.760749236,5.930341686,0.312441437,0.327904378,0.362270616,0.372181412,0.384242007,0.376392177,0.385548612,0.36859392,0.347830223,0.349431818,0.350945363,0.352369257,0.353711239,0.354978178
MN,Cass County,160056,157080,170735,212379,181055,153537,151614,219688,243005,291259,370018,315455.1128,339590.4067,359781.9694,28815,29533,30353,31310,31933,34209,35526,36840,63071,65120,67170,69220,71270,73320,male,5.554606976,5.318795923,5.624979409,6.783104439,5.669839977,4.488204858,4.267691268,5.96330076,3.852880088,4.472650491,5.50867947,4.557282762,4.764843647,4.907009948,0.312441437,0.327904378,0.362270616,0.372181412,0.384242007,0.376392177,0.385548612,0.36859392,0.347830223,0.349431818,0.350945363,0.352369257,0.353711239,0.354978178
MN,Cass County,160056,157080,170735,212379,181055,153537,151614,219688,243005,291259,370018,315455.1128,339590.4067,359781.9694,19812,19849,19357,19657,19663,21333,21829,23261,41133,42365,43597,44829,46061,47293,female,8.078740157,7.913748803,8.820323397,10.80424276,9.207903168,7.197159331,6.945531174,9.444477881,5.907786935,6.874991148,8.48723536,7.036853662,7.372623406,7.607509978,0.312441437,0.327904378,0.362270616,0.372181412,0.384242007,0.376392177,0.385548612,0.36859392,0.347830223,0.349431818,0.350945363,0.352369257,0.353711239,0.354978178
AZ,Pinal County,67382,154380,85158,164238,93086,152758,146330,109791,190054,229384,291522,343780.6898,373864.1586,377299.509,30960,30836,30622,30235,29550,29764,30564,31660,30562,30514,30466,30418,30371,30323,total,2.176421189,5.006485926,2.780941807,5.43204895,3.150118443,5.132307486,4.787658683,3.467814277,6.218637524,7.517336305,9.568765181,11.30188342,12.30990611,12.44268407,0.28248684,0.260759567,0.303772411,0.289510126,0.28098467,0.266179877,0.273204163,0.270331386,0.220050553,0.214761344,0.209445888,0.204103991,0.198735455,0.193340079
